name,pop_2008,pop_2018,bagrut_2018,academic_2018,academic_2008,bagrut_2008,shnot_limud_16_plus_2008,shnot_limud_16_plus_2018,year_median_imcome_2018,year_median_imcome_2008,mounth_median_imcome_2008,mounth_median_imcome_2018,groth_rate,bagrut_groth_rate,academic_groth_rate,income_groth_rate,shiur_bagrut_2008,shiur_bagrut_2018,shiur_academic_2008,shiur_academic_2018,pop_groth_rate,e_s_normal_grouth
תל אביב -יפו 215,4178,5058,2302,1453,869,1608,2396,2728,101400,71200,6600,9300,.210627094303494,.431592039800995,.672036823935558,.409090909090909,38.4873145045476,45.5120601028074,20.7994255624701,28.7267694741004,21.0627094303494,1
תל אביב -יפו 214,3040,2992,1734,1133,888,1453,1550,1661,116400,97100,9200,10500,-.0157894736842106,.193392980041294,.275900900900901,.141304347826087,47.7960526315789,57.9545454545455,29.2105263157895,37.8676470588235,-1.57894736842106,1
תל אביב -יפו 213,2883,3291,1800,1244,954,1426,1414,1480,127000,101600,9500,11500,.141519250780437,.262272089761571,.30398322851153,.210526315789474,49.4623655913978,54.6946216955333,33.0905306971904,37.8000607718019,14.1519250780437,1
תל אביב -יפו 212,5105,5536,3075,2112,1653,2623,2916,2954,129700,92600,8500,11900,.0844270323212537,.172321768966832,.277676950998185,.4,51.3809990205681,55.5455202312139,32.3800195886386,38.150289017341,8.44270323212537,1
תל אביב -יפו 211,4919,5941,3181,2168,1669,2397,2235,2860,143800,130500,11700,12900,.207765806058142,.327075511055486,.298981426003595,.102564102564103,48.7294165480789,53.5431745497391,33.9296605001016,36.4921730348426,20.7765806058142,1
תל אביב -יפו 134,3478,5247,3742,1652,1011,2146,2015,3203,41300,41500,4300,4400,.508625646923519,.743709226467847,.63402571711177,.0232558139534884,61.7021276595745,71.3169430150562,29.0684301322599,31.4846578997522,50.8625646923519,0
תל אביב -יפו 133,4890,4922,2938,2082,1692,2627,2599,2512,114600,80800,7400,10700,.00654396728016371,.118385991625428,.230496453900709,.445945945945946,53.7218813905931,59.6911824461601,34.601226993865,42.299878098334,.654396728016371,1
תל אביב -יפו 132,3466,3264,2085,1492,1418,2158,1903,1609,108700,75600,7000,10200,-.0582804385458742,-.0338276181649676,.0521861777150916,.457142857142857,62.2619734564339,63.8786764705882,40.9117137911137,45.7107843137255,-5.82804385458742,1
תל אביב -יפו 131,2356,2542,1522,1096,910,1355,1222,1219,139400,89600,8200,12800,.0789473684210527,.123247232472325,.204395604395604,.560975609756098,57.5127334465195,59.874114870181,38.6247877758913,43.1156569630212,7.89473684210527,1
תל אביב -יפו 125,4495,4839,2834,2011,1638,2570,2472,2315,130300,84000,7900,12200,.0765294771968854,.10272373540856,.227716727716728,.544303797468354,57.174638487208,58.5658193841703,36.440489432703,41.5581731762761,7.65294771968854,1
תל אביב -יפו 124,4356,4564,2680,1973,1652,2333,2074,2111,145300,100400,9700,13300,.0477502295684114,.148735533647664,.194309927360775,.371134020618557,53.5583103764922,58.7204206836109,37.9247015610652,43.2296231375986,4.77502295684114,1
תל אביב -יפו 123,3916,4932,2806,2014,1327,2180,2365,2520,130300,81800,7600,12000,.259448416751788,.287155963302752,.517709118311982,.578947368421053,55.6690500510725,56.8937550689375,33.8866189989785,40.8353609083536,25.9448416751788,0
תל אביב -יפו 122,3635,3696,2272,1615,1341,2116,2064,1916,138500,102000,9700,12700,.0167812929848694,.0737240075614367,.204325130499627,.309278350515464,58.2118294360385,61.4718614718615,36.8913342503439,43.6958874458874,1.67812929848694,1
תל אביב -יפו 121,3754,3860,2297,1601,1329,2099,2047,1960,132000,94800,8900,12200,.028236547682472,.0943306336350642,.204665161775771,.370786516853933,55.9136920618007,59.5077720207254,35.4022376132126,41.4766839378238,2.8236547682472,1
תל אביב -יפו 115,3090,5413,2988,2087,1032,1633,1760,2671,143600,90800,8300,13100,.751779935275081,.829761175750153,1.02228682170543,.578313253012048,52.8478964401294,55.2004433770552,33.3980582524272,38.5553297616848,75.1779935275081,0
תל אביב -יפו 114,5342,6204,3371,2266,1621,2724,3130,3347,128400,87600,8200,11800,.161362785473605,.237518355359765,.397902529302899,.439024390243902,50.9921377761138,54.3359123146357,30.3444402845376,36.5248226950355,16.1362785473606,1
תל אביב -יפו 113,5058,11722,5875,3949,1531,2285,2550,5825,131500,108500,10000,12100,1.31751680506129,1.57111597374179,1.57935989549314,.21,45.1759588770265,50.1194335437639,30.2688809806248,33.688790308821,131.751680506129,0
תל אביב -יפו 112,3864, , , ,1155,1688,1847, , ,106000,10200, , , , , ,43.6853002070393, ,29.8913043478261, , , 
תירוש,420,501, , , , , , , , , , ,.192857142857143, , , , , , , ,19.2857142857143,0
תימורים,780,793, , , , , , , , , , ,.0166666666666666, , , , , , , ,1.66666666666666,0
תושייה,696,977, , , , , , , , , , ,.403735632183908, , , , , , , ,40.3735632183908,0
תומר,235,283, , , , , , , , , , ,.204255319148936, , , , , , , ,20.4255319148936,0
תובל,232,324, , , , , , , , , , ,.396551724137931, , , , , , , ,39.6551724137931,0
תדהר,267,650, , , , , , , , , , ,1.43445692883895, , , , , , , ,143.445692883895,0
תאשור,370,449, , , , , , , , , , ,.213513513513514, , , , , , , ,21.3513513513514,0
שתולים,1762,2055,727,266, , , ,1277,87100, , ,8000,.166288308740068, , , , ,35.3771289537713, ,12.9440389294404,16.6288308740068,0
שתולה,243,283, , , , , , , , , , ,.164609053497942, , , , , , , ,16.4609053497942,0
שרשרת,258,319, , , , , , , , , , ,.236434108527132, , , , , , , ,23.6434108527132,0
שריד,560,874, , , , , , , , , , ,.560714285714286, , , , , , , ,56.0714285714286,0
שריגים (לי-און),1000,1096, , , , , , , , , , ,.0960000000000001, , , , , , , ,9.60000000000001,0
שרונה,489,574, , , , , , , , , , ,.173824130879346, , , , , , , ,17.3824130879346,0
שקף,545,461, , , , , , , , , , ,-.154128440366972, , , , , , , ,-15.4128440366972,0
שקד,586,972, , , , , , , , , , ,.658703071672355, , , , , , , ,65.8703071672355,0
שפרעם,35748,41558,9167,3282,1703,4960,18519,25724,62500,45900,4400,5800,.162526574913282,.848185483870968,.927187316500294,.318181818181818,13.8749020924248,22.0583281197363,4.76390287568535,7.89739640983685,16.2526574913282,1
שפר,230,425, , , , , , , , , , ,.847826086956522, , , , , , , ,84.7826086956522,0
שפיר,554,904, , , , , , , , , , ,.631768953068592, , , , , , , ,63.1768953068592,0
שפיים,1025,1276, , , , , , , , , , ,.244878048780488, , , , , , , ,24.4878048780488,0
שערי תקווה,4304,6010,2497,1306,803,1573,2265,3203,98500,71700,6500,8900,.396375464684015,.587412587412588,.62640099626401,.369230769230769,36.5473977695167,41.5474209650582,18.657063197026,21.7304492512479,39.6375464684015,0
שער מנשה,435,591, , , , , , , , , , ,.358620689655172, , , , , , , ,35.8620689655172,0
שער העמקים,637,745, , , , , , , , , , ,.169544740973312, , , , , , , ,16.9544740973312,0
שער הגולן,541,552, , , , , , , , , , ,.0203327171903882, , , , , , , ,2.03327171903882,0
שער אפרים,1355,1893, , , , , , , , , , ,.397047970479705, , , , , , , ,39.7047970479705,0
שעלבים,1105,1899, , , , , , , , , , ,.718552036199095, , , , , , , ,71.8552036199095,0
שעל,191,263, , , , , , , , , , ,.37696335078534, , , , , , , ,37.696335078534,0
שעב,5820,6942,1381,468,230,703,3012,4155,57800,40200,4200,5500,.192783505154639,.964438122332859,1.03478260869565,.30952380952381,12.0790378006873,19.8934024776721,3.95189003436426,6.74157303370786,19.2783505154639,1
שניר,496,562, , , , , , , , , , ,.133064516129032, , , , , , , ,13.3064516129032,0
שני,399,545, , , , , , , , , , ,.365914786967419, , , , , , , ,36.5914786967419,0
שמשית,2435,2547,1463,851,775,1018,838,1211,124700,125300,11600,11200,.0459958932238194,.43713163064833,.0980645161290323,-.0344827586206896,41.8069815195072,57.4401256380055,31.8275154004107,33.4118570867687,4.59958932238194,1
שמרת,406,555, , , , , , , , , , ,.366995073891626, , , , , , , ,36.6995073891626,0
שמעה,305,714, , , , , , , , , , ,1.34098360655738, , , , , , , ,134.098360655738,0
שמיר,787,912, , , , , , , , , , ,.158831003811944, , , , , , , ,15.8831003811944,0
שלומי,5939,6350,2122,790,543,1581,3336,3975,81400,58800,5400,7400,.0692035696245159,.342188488298545,.4548802946593,.37037037037037,26.6206432059269,33.4173228346457,9.14295335915137,12.4409448818898,6.92035696245159,1
שלוחות,440,462, , , , , , , , , , ,.05, , , , , , , ,5,0
שלווה,450,483, , , , , , , , , , ,.0733333333333333, , , , , , , ,7.33333333333333,0
שכניה,613,807, , , , , , , , , , ,.316476345840131, , , , , , , ,31.6476345840131,0
שילת,373,757, , , , , , , , , , ,1.02949061662198, , , , , , , ,102.949061662198,0
שילה,1954,4153,1504,720, , , ,1606,58200, , ,5800,1.12538382804504, , , , ,36.2147844931375, ,17.3368649169275,112.538382804504,0
שייח' דנון,2389,2851,569,152,71,244,1177,1777,57200,42800,4300,5500,.193386354123064,1.33196721311475,1.14084507042254,.279069767441861,10.2134784428631,19.9579095054367,2.97195479280033,5.33146264468608,19.3386354123064,1
שיבולים,280,307, , , , , , , , , , ,.0964285714285715, , , , , , , ,9.64285714285715,0
שחרות,107,138, , , , , , , , , , ,.289719626168224, , , , , , , ,28.9719626168224,0
שחר,707,875, , , , , , , , , , ,.237623762376238, , , , , , , ,23.7623762376238,0
שזור,290,313, , , , , , , , , , ,.0793103448275863, , , , , , , ,7.93103448275863,0
שושנת העמקים,443,496, , , , , , , , , , ,.119638826185102, , , , , , , ,11.9638826185102,0
שורשים,271,498, , , , , , , , , , ,.837638376383764, , , , , , , ,83.7638376383764,0
שורש,564,1249, , , , , , , , , , ,1.2145390070922, , , , , , , ,121.45390070922,0
שוקדה,261,559, , , , , , , , , , ,1.14176245210728, , , , , , , ,114.176245210728,0
שומרייה,560,806, , , , , , , , , , ,.439285714285714, , , , , , , ,43.9285714285714,0
שומרה,329,340, , , , , , , , , , ,.0334346504559271, , , , , , , ,3.34346504559271,0
שוהם 4,4195,4193,2452,1386,1044,1803,2053,2477,110200,91700,8600,10000,-.000476758045292014,.359955629506378,.327586206896552,.162790697674419,42.9797377830751,58.4784164082996,24.8867699642431,33.0550918196995,-.0476758045292014,1
שוהם 3,4396,4698,2578,1405,1042,1645,1835,2537,117900,111800,10000,10700,.0686988171064604,.567173252279635,.348368522072937,.0700000000000001,37.4203821656051,54.8744146445296,23.7033666969973,29.9063431247339,6.86988171064604,1
שוהם 2,5094,6619,3248,1803,1219,1971,2273,3458,130600,119700,10700,11600,.299371809972517,.647894469812278,.479081214109926,.0841121495327102,38.6925795053004,49.0708566248678,23.9301138594425,27.2397643148512,29.9371809972517,0
שוהם 1,4206,5479,3077,1821,1127,1894,2061,2981,131900,106800,9600,11900,.30266286257727,.624604012671595,.615794143744454,.239583333333333,45.0309082263433,56.1598831903632,26.7950546837851,33.2359919693375,30.266286257727,0
שובל,593,802, , , , , , , , , , ,.352445193929174, , , , , , , ,35.2445193929174,0
שובה,386,694, , , , , , , , , , ,.797927461139896, , , , , , , ,79.7927461139896,0
שואבה,566,658, , , , , , , , , , ,.162544169611307, , , , , , , ,16.2544169611307,0
שדרות 7,2598,2896,1148,367,283,954,1618,1907,78900,53200,4700,7000,.114703618167821,.20335429769392,.296819787985866,.48936170212766,36.7205542725173,39.6408839779006,10.8929946112394,12.6726519337017,11.4703618167821,1
שדרות 6,4328,7024,2421,964,392,1200,2327,3793,88700,60600,5500,7800,.622920517560074,1.0175,1.45918367346939,.418181818181818,27.7264325323475,34.4675398633257,9.05730129390018,13.7243735763098,62.2920517560074,0
שדרות 5,2949,4170,1631,435,178,827,1921,2785,55800,44200,4300,5500,.414038657171923,.972188633615478,1.4438202247191,.279069767441861,28.0434045439132,39.1127098321343,6.03594438792811,10.431654676259,41.4038657171923,0
שדרות 4,3829,4451,1745,538,448,1564,2621,2982,76000,54100,5000,6900,.162444502481065,.115728900255754,.200892857142857,.38,40.8461739357535,39.2046731071669,11.7001828153565,12.0871714221523,16.2444502481065,1
שדרות 3,3085,3112,1152,302,238,1042,2170,2130,69100,48800,4500,6300,.0087520259319287,.105566218809981,.26890756302521,.4,33.7763371150729,37.0179948586118,7.71474878444084,9.70437017994859,.87520259319287,1
שדרות 2,3929,4788,1648,537,319,1296,2947,3264,66400,42700,4300,6300,.218630694833291,.271604938271605,.683385579937304,.465116279069767,32.9854924917282,34.4193817878028,8.11911427844235,11.2155388471178,21.8630694833291,1
שדמות מחולה,460,645, , , , , , , , , , ,.402173913043478, , , , , , , ,40.2173913043478,0
שדמות דבורה,467,686, , , , , , , , , , ,.468950749464668, , , , , , , ,46.8950749464668,0
שדמה,522,623, , , , , , , , , , ,.193486590038314, , , , , , , ,19.3486590038314,0
שדי תרומות,429,452, , , , , , , , , , ,.0536130536130537, , , , , , , ,5.36130536130537,0
שדי חמד,829,1017, , , , , , , , , , ,.226779252110977, , , , , , , ,22.6779252110977,0
שדי אברהם,247,362, , , , , , , , , , ,.465587044534413, , , , , , , ,46.5587044534413,0
שדות מיכה,336,391, , , , , , , , , , ,.163690476190476, , , , , , , ,16.3690476190476,0
שדות ים,753,1055, , , , , , , , , , ,.401062416998672, , , , , , , ,40.1062416998672,0
שדה צבי,312,663, , , , , , , , , , ,1.125, , , , , , , ,112.5,0
שדה עוזיהו,1190,1549, , , , , , , , , , ,.301680672268908, , , , , , , ,30.1680672268908,0
שדה ניצן,323,330, , , , , , , , , , ,.021671826625387, , , , , , , ,2.1671826625387,0
שדה נחמיה,736,1217, , , , , , , , , , ,.653532608695652, , , , , , , ,65.3532608695652,0
שדה נחום,359,716, , , , , , , , , , ,.994428969359332, , , , , , , ,99.4428969359332,0
שדה משה,581,774, , , , , , , , , , ,.332185886402754, , , , , , , ,33.2185886402754,0
שדה יצחק,635,672, , , , , , , , , , ,.0582677165354331, , , , , , , ,5.82677165354331,0
שדה יעקב,1059,1107, , , , , , , , , , ,.0453257790368271, , , , , , , ,4.53257790368271,0
שדה יואב,258,542, , , , , , , , , , ,1.10077519379845, , , , , , , ,110.077519379845,0
שדה ורבורג,1178,1485, , , , , , , , , , ,.260611205432937, , , , , , , ,26.0611205432937,0
שדה דוד,375,547, , , , , , , , , , ,.458666666666667, , , , , , , ,45.8666666666667,0
שדה בוקר,369,463, , , , , , , , , , ,.254742547425474, , , , , , , ,25.4742547425474,0
שדה אליעזר,635,800, , , , , , , , , , ,.259842519685039, , , , , , , ,25.9842519685039,0
שדה אליהו,603,691, , , , , , , , , , ,.145936981757877, , , , , , , ,14.5936981757877,0
שדה אילן,364,586, , , , , , , , , , ,.60989010989011, , , , , , , ,60.989010989011,0
שגב-שלום,7030,10362,1110,314,123,477,2212,4173,55400,38500,4100,5600,.473968705547653,1.32704402515723,1.55284552845528,.365853658536585,6.78520625889047,10.7122177185871,1.74964438122333,3.03030303030303,47.3968705547653,0
שבלי - אום אל-גנם,4858,5994,1265,403,185,646,2413,3388,66800,46000,4400,6100,.233841086867024,.958204334365325,1.17837837837838,.386363636363636,13.2976533552902,21.1044377711044,3.808151502676,6.72339005672339,23.3841086867024,1
שבי שומרון,692,929, , , , , , , , , , ,.342485549132948, , , , , , , ,34.2485549132948,0
שבי ציון,748,1140, , , , , , , , , , ,.524064171122995, , , , , , , ,52.4064171122995,0
שאר ישוב,482,667, , , , , , , , , , ,.383817427385892, , , , , , , ,38.3817427385892,0
רתמים,71,487, , , , , , , , , , ,5.85915492957746, , , , , , , ,585.915492957747,0
רשפים,516,1040, , , , , , , , , , ,1.01550387596899, , , , , , , ,101.550387596899,0
רשפון,1193,1446, , , , , , , , , , ,.212070410729254, , , , , , , ,21.2070410729254,0
רקפת,786,1049, , , , , , , , , , ,.334605597964376, , , , , , , ,33.4605597964376,0
רעננה 36,2247,2375,1316,806,700,1191,1276,1323,105100,79600,7400,9400,.0569648420115709,.10495382031906,.151428571428571,.27027027027027,53.0040053404539,55.4105263157895,31.1526479750779,33.9368421052632,5.69648420115709,1
רעננה 35,3073,3248,1667,993,841,1477,1807,1858,98400,75200,6900,9100,.0569476082004556,.12863913337847,.180737217598097,.318840579710145,48.0637813211845,51.3238916256158,27.3673934266189,30.5726600985222,5.69476082004556,1
רעננה 34,3655,3869,1907,1106,879,1646,2153,2205,85600,70900,6500,7800,.0585499316005471,.158566221142163,.258248009101251,.2,45.0341997264022,49.2892220211941,24.0492476060192,28.5861979839752,5.85499316005471,1
רעננה 33,3687,3707,2045,1267,1086,1788,1991,2033,91300,75900,6900,8300,.00542446433414701,.143736017897092,.166666666666667,.202898550724638,48.4947111472742,55.1659023469112,29.4548413344182,34.1785810628541,.542446433414701,1
רעננה 32,3573,3640,1921,1243,1156,1875,2060,1917,108900,86400,8000,9900,.0187517492303386,.0245333333333333,.0752595155709344,.2375,52.4769101595298,52.7747252747253,32.3537643436888,34.1483516483516,1.87517492303386,1
רעננה 31,6013,6666,3458,2191,1715,2845,3181,3484,117300,87700,8500,10600,.108598037585232,.215465729349736,.277551020408163,.247058823529412,47.3141526692167,51.8751875187519,28.5215366705471,32.8682868286829,10.8598037585232,1
רעננה 28,2717,3175,1535,872,623,1018,1182,1672,85600,74400,7000,8000,.168568273831432,.507858546168959,.399678972712681,.142857142857143,37.4677953625322,48.3464566929134,22.9297018770703,27.4645669291339,16.8568273831432,1
